fo_par90_flag,credit_limit
0.563290100147759,12764.578394352324
0.563290100147759,12764.578394352324
0.563290100147759,12764.578394352324
0.563290100147759,12764.578394352324
0.563290100147759,12764.578394352324
0.46253961068356725,18503.273992756902
0.46253961068356725,18503.273992756902
0.4059849575932149,21374.670507281164
0.4059849575932149,21374.670507281164
0.37790578070355896,23268.265377494343
0.37790578070355896,23268.265377494343
0.3399111988159842,25435.301924025654
0.3399111988159842,25435.301924025654
0.3295266468056935,26773.12793776895
0.3295266468056935,26773.12793776895
0.3076246978686003,28255.598220171392
0.3076246978686003,28255.598220171392
0.2981418918918919,29148.761824324323
0.2981418918918919,29148.761824324323
0.2671628721541156,28907.47197898424
0.2671628721541156,28907.47197898424
0.24148372445117336,29900.057059046176
0.24148372445117336,29900.057059046176
0.22236198462613557,30664.01034241789
0.22236198462613557,30664.01034241789
0.19969583528310716,30809.895063172673
0.19969583528310716,30809.895063172673
0.19198572800878277,31352.010155070675
0.19198572800878277,31352.010155070675
0.1708838821490468,32330.563951473137
0.1708838821490468,32330.563951473137
0.16299054712116873,33696.63348610713
0.16299054712116873,33696.63348610713
0.13990667127549256,34763.80288627722
0.13990667127549256,34763.80288627722
0.12920184801656842,36702.411502310024
0.12920184801656842,36702.411502310024
0.1125783918829348,37854.01356243308
0.1125783918829348,37854.01356243308
0.10134760937788444,40443.047627838285
0.10134760937788444,40443.047627838285
0.09631614199598125,40582.046751507034
0.09631614199598125,40582.046751507034
0.08710917906704564,41455.893663267016
0.08710917906704564,41455.893663267016
0.08326848249027237,43010.45862516213
0.08326848249027237,43010.45862516213
0.06991525423728813,43218.95042372881
0.06991525423728813,43218.95042372881
0.07253155635291857,44207.08784519767
0.07253155635291857,44207.08784519767
0.06820016142050041,45488.80131826742
0.06820016142050041,45488.80131826742
0.05665566556655666,46402.78742874287
0.05665566556655666,46402.78742874287
0.048130640309411256,46635.67683712935
0.048130640309411256,46635.67683712935
0.050013931457230425,46798.6936472555
0.050013931457230425,46798.6936472555
0.04489332279731331,47267.36546819439
0.04489332279731331,47267.36546819439
0.037304532202491386,48663.03968990193
0.037304532202491386,48663.03968990193
0.031194820482636845,48508.41141848146
0.031194820482636845,48508.41141848146
0.03602875838112933,48612.8449794006
0.03602875838112933,48612.8449794006
0.02926294484736043,49036.510161916005
0.02926294484736043,49036.510161916005
0.02321193349709851,48702.92003987326
0.02321193349709851,48702.92003987326
0.021616172929383434,50057.47292378339
0.021616172929383434,50057.47292378339
0.020095297286099028,50291.19100890822
0.020095297286099028,50291.19100890822
0.017975849620316196,50285.63316320179
0.017975849620316196,50285.63316320179
0.01809310835535678,50188.8853425493
0.01809310835535678,50188.8853425493
0.014194341943419434,50364.57092250923
0.014194341943419434,50364.57092250923
0.010597287708682096,50072.101396077465
0.010597287708682096,50072.101396077465
0.007246376811594203,50803.75472826087
0.007246376811594203,50803.75472826087
0.0052775168835815555,50886.1187888546
0.0052775168835815555,50886.1187888546
0.005092107233787629,51046.102590983974
0.005092107233787629,51046.102590983974
0.00416325744813977,51150.02928719257
0.00416325744813977,51150.02928719257
0.00359804677460807,51412.58653302493
0.00359804677460807,51412.58653302493
0.0022568732047599507,51359.22322527698
0.0022568732047599507,51359.22322527698
0.0025810795645830995,51016.189597127144
0.0025810795645830995,51016.189597127144
0.0017627357659086903,50502.56742464304
0.0017627357659086903,50502.56742464304
0.0007384575868490335,50006.741186669235
0.0007384575868490335,50006.741186669235
